1;920;-0.426;1696;-0.426;1;0.37
1;920;-0.426;1696;-0.426;2;0.4
1;920;-0.426;1696;-0.426;3;0.37
1;920;-0.426;1696;-0.426;4;0.32
1;920;-0.426;1696;-0.426;5;0.32
1;920;-0.426;1696;-0.426;6;0.3
1;920;-0.426;1696;-0.426;7;0.37
1;920;-0.426;1696;-0.426;8;0.39
1;920;-0.426;1696;-0.426;9;0.42
1;920;-0.426;1696;-0.426;10;0.38
1;920;-0.426;1696;-0.426;11;0.25
1;920;-0.426;1696;-0.426;12;0.23
1;920;-0.426;1696;-0.426;13;0.33
1;920;-0.426;1696;-0.426;14;0.33
1;920;-0.426;1696;-0.426;15;0.4
1;920;-0.426;1535;-0.212;1;0.24
1;920;-0.426;1535;-0.212;2;0.28
1;920;-0.426;1535;-0.212;3;0.34
1;920;-0.426;1535;-0.212;4;0.26
1;920;-0.426;1535;-0.212;5;0.18
1;920;-0.426;1535;-0.212;6;0.27
1;920;-0.426;1535;-0.212;7;0.34
1;920;-0.426;1535;-0.212;8;0.37
1;920;-0.426;1535;-0.212;9;0.4
1;920;-0.426;1535;-0.212;10;0.4
1;920;-0.426;1535;-0.212;11;0.47
1;920;-0.426;1535;-0.212;12;0.46
1;920;-0.426;1535;-0.212;13;0.42
1;920;-0.426;1535;-0.212;14;0.36
1;920;-0.426;1535;-0.212;15;0.21
1;920;-0.426;1377;0;1;0.18
1;920;-0.426;1377;0;2;0.23
1;920;-0.426;1377;0;3;0.23
1;920;-0.426;1377;0;4;0.29
1;920;-0.426;1377;0;5;0.28
1;920;-0.426;1377;0;6;0.27
1;920;-0.426;1377;0;7;0.25
1;920;-0.426;1377;0;8;0.21
1;920;-0.426;1377;0;9;0.18
1;920;-0.426;1377;0;10;0.16
1;920;-0.426;1377;0;11;0.13
1;920;-0.426;1377;0;12;0.15
1;920;-0.426;1377;0;13;0.17
1;920;-0.426;1377;0;14;0.14
1;920;-0.426;1377;0;15;0.13
1;920;-0.426;1218;0.212;1;0.19
1;920;-0.426;1218;0.212;2;0.21
1;920;-0.426;1218;0.212;3;0.2
1;920;-0.426;1218;0.212;4;0.26
1;920;-0.426;1218;0.212;5;0.25
1;920;-0.426;1218;0.212;6;0.24
1;920;-0.426;1218;0.212;7;0.25
1;920;-0.426;1218;0.212;8;0.24
1;920;-0.426;1218;0.212;9;0.28
1;920;-0.426;1218;0.212;10;0.23
1;920;-0.426;1218;0.212;11;0.21
1;920;-0.426;1218;0.212;12;0.17
1;920;-0.426;1218;0.212;13;0.15
1;920;-0.426;1218;0.212;14;0.13
1;920;-0.426;1218;0.212;15;0.13
1;920;-0.426;1057;0.426;1;0.2
1;920;-0.426;1057;0.426;2;0.18
1;920;-0.426;1057;0.426;3;0.18
1;920;-0.426;1057;0.426;4;0.15
1;920;-0.426;1057;0.426;5;0.13
1;920;-0.426;1057;0.426;6;0.13
1;920;-0.426;1057;0.426;7;0.13
1;920;-0.426;1057;0.426;8;0.18
1;920;-0.426;1057;0.426;9;0.14
1;920;-0.426;1057;0.426;10;0.13
1;920;-0.426;1057;0.426;11;0.14
1;920;-0.426;1057;0.426;12;0.13
1;920;-0.426;1057;0.426;13;0.13
1;920;-0.426;1057;0.426;14;0.12
1;920;-0.426;1057;0.426;15;0.17
1;734;-0.212;1696;-0.426;1;0.13
1;734;-0.212;1696;-0.426;2;0.12
1;734;-0.212;1696;-0.426;3;0.13
1;734;-0.212;1696;-0.426;4;0.13
1;734;-0.212;1696;-0.426;5;0.12
1;734;-0.212;1696;-0.426;6;0.13
1;734;-0.212;1696;-0.426;7;0.13
1;734;-0.212;1696;-0.426;8;0.13
1;734;-0.212;1696;-0.426;9;0.13
1;734;-0.212;1696;-0.426;10;0.09
1;734;-0.212;1696;-0.426;11;0.12
1;734;-0.212;1696;-0.426;12;0.15
1;734;-0.212;1696;-0.426;13;0.16
1;734;-0.212;1696;-0.426;14;0.17
1;734;-0.212;1696;-0.426;15;0.22
1;734;-0.212;1535;-0.212;1;0.57
1;734;-0.212;1535;-0.212;2;0.59
1;734;-0.212;1535;-0.212;3;0.58
1;734;-0.212;1535;-0.212;4;0.58
1;734;-0.212;1535;-0.212;5;0.6
1;734;-0.212;1535;-0.212;6;0.58
1;734;-0.212;1535;-0.212;7;0.57
1;734;-0.212;1535;-0.212;8;0.52
1;734;-0.212;1535;-0.212;9;0.44
1;734;-0.212;1535;-0.212;10;0.36
1;734;-0.212;1535;-0.212;11;0.28
1;734;-0.212;1535;-0.212;12;0.25
1;734;-0.212;1535;-0.212;13;0.2
1;734;-0.212;1535;-0.212;14;0.2
1;734;-0.212;1535;-0.212;15;0.21
1;734;-0.212;1377;0;1;0.66
1;734;-0.212;1377;0;2;0.67
1;734;-0.212;1377;0;3;0.64
1;734;-0.212;1377;0;4;0.6
1;734;-0.212;1377;0;5;0.58
1;734;-0.212;1377;0;6;0.57
1;734;-0.212;1377;0;7;0.56
1;734;-0.212;1377;0;8;0.53
1;734;-0.212;1377;0;9;0.54
1;734;-0.212;1377;0;10;0.56
1;734;-0.212;1377;0;11;0.6
1;734;-0.212;1377;0;12;0.61
1;734;-0.212;1377;0;13;0.61
1;734;-0.212;1377;0;14;0.6
1;734;-0.212;1377;0;15;0.57
1;734;-0.212;1218;0.212;1;0.39
1;734;-0.212;1218;0.212;2;0.4
1;734;-0.212;1218;0.212;3;0.41
1;734;-0.212;1218;0.212;4;0.47
1;734;-0.212;1218;0.212;5;0.44
1;734;-0.212;1218;0.212;6;0.41
1;734;-0.212;1218;0.212;7;0.37
1;734;-0.212;1218;0.212;8;0.32
1;734;-0.212;1218;0.212;9;0.22
1;734;-0.212;1218;0.212;10;0.18
1;734;-0.212;1218;0.212;11;0.19
1;734;-0.212;1218;0.212;12;0.18
1;734;-0.212;1218;0.212;13;0.19
1;734;-0.212;1218;0.212;14;0.22
1;734;-0.212;1218;0.212;15;0.24
1;734;-0.212;1057;0.426;1;0.43
1;734;-0.212;1057;0.426;2;0.42
1;734;-0.212;1057;0.426;3;0.41
1;734;-0.212;1057;0.426;4;0.49
1;734;-0.212;1057;0.426;5;0.65
1;734;-0.212;1057;0.426;6;0.51
1;734;-0.212;1057;0.426;7;0.37
1;734;-0.212;1057;0.426;8;0.27
1;734;-0.212;1057;0.426;9;0.24
1;734;-0.212;1057;0.426;10;0.29
1;734;-0.212;1057;0.426;11;0.28
1;734;-0.212;1057;0.426;12;0.28
1;734;-0.212;1057;0.426;13;0.28
1;734;-0.212;1057;0.426;14;0.23
1;734;-0.212;1057;0.426;15;0.31
1;550;0;1696;-0.426;1;0.26
1;550;0;1696;-0.426;2;0.25
1;550;0;1696;-0.426;3;0.22
1;550;0;1696;-0.426;4;0.26
1;550;0;1696;-0.426;5;0.26
1;550;0;1696;-0.426;6;0.26
1;550;0;1696;-0.426;7;0.22
1;550;0;1696;-0.426;8;0.2
1;550;0;1696;-0.426;9;0.2
1;550;0;1696;-0.426;10;0.24
1;550;0;1696;-0.426;11;0.18
1;550;0;1696;-0.426;12;0.16
1;550;0;1696;-0.426;13;0.17
1;550;0;1696;-0.426;14;0.18
1;550;0;1696;-0.426;15;0.18
1;550;0;1535;-0.212;1;0.15
1;550;0;1535;-0.212;2;0.17
1;550;0;1535;-0.212;3;0.17
1;550;0;1535;-0.212;4;0.16
1;550;0;1535;-0.212;5;0.16
1;550;0;1535;-0.212;6;0.13
1;550;0;1535;-0.212;7;0.13
1;550;0;1535;-0.212;8;0.13
1;550;0;1535;-0.212;9;0.13
1;550;0;1535;-0.212;10;0.13
1;550;0;1535;-0.212;11;0.19
1;550;0;1535;-0.212;12;0.22
1;550;0;1535;-0.212;13;0.18
1;550;0;1535;-0.212;14;0.17
1;550;0;1535;-0.212;15;0.17
1;550;0;1377;0;1;0.24
1;550;0;1377;0;2;0.25
1;550;0;1377;0;3;0.28
1;550;0;1377;0;4;0.27
1;550;0;1377;0;5;0.18
1;550;0;1377;0;6;0.18
1;550;0;1377;0;7;0.17
